Year,Brand,Category,Region,Price (USD),Sales Volume,Revenue (USD),Customer Age Group,Customer Gender,Net Worth (USD),GDP per Capita,Inflation Rate (%),Income Level,Social Media Likes,Social Media Shares,Social Media Mentions,Sentiment Score
2019,Chanel,Accessories,Middle East,1831.97,283,518447.51,35-44,Non-binary,3147872.02,30000,3.0,High,25497,3761,1758,0.71
2022,Louis Vuitton,Perfumes,Australia,242.56,431,104543.36,45-54,Non-binary,37685.56,55000,2.0,High,4456,3207,2775,1.0
2018,Chanel,Clothing,North America,820.57,441,361871.37,35-44,Male,2312127.6,65000,3.5,High,13312,721,1375,0.76
2021,Gucci,Bags,South America,2128.4,71,151116.4,55+,Non-binary,4300666.72,12000,5.5,Medium,49309,3829,1745,0.99
2023,Dior,Clothing,Asia,1389.15,183,254214.45,35-44,Male,17093.84,15000,4.0,Medium,25419,1465,1343,0.73
2020,Gucci,Clothing,Middle East,1506.21,420,632608.2,45-54,Male,1372851.41,30000,3.0,High,25474,868,591,0.94
2021,Gucci,Perfumes,Asia,329.91,183,60373.53,55+,Male,4994639.94,15000,4.0,Medium,25960,4817,1131,0.69
2022,Chanel,Accessories,Australia,608.2,102,62036.4,45-54,Non-binary,1407890.5,55000,2.0,High,4752,4940,1423,0.82
2019,Louis Vuitton,Clothing,Australia,2749.88,186,511477.68,25-34,Male,16294.38,55000,2.0,High,10050,4259,849,0.91
2020,Dior,Perfumes,Middle East,435.98,255,111174.9,18-24,Non-binary,4171038.35,30000,3.0,High,27532,2701,352,0.74
2023,Gucci,Perfumes,Middle East,467.14,292,136404.88,45-54,Non-binary,2784201.54,30000,3.0,High,2447,2225,2159,0.72
2019,Rolex,Shoes,Europe,1868.24,248,463323.52,35-44,Female,3779140.96,45000,2.5,High,32346,4293,2720,0.54
2021,Chanel,Shoes,Australia,1253.14,66,82707.24,25-34,Male,3464835.27,55000,2.0,High,45344,397,1226,0.78
2019,Gucci,Bags,Europe,2608.35,459,1197232.65,45-54,Female,31947.9,45000,2.5,High,26884,1467,2708,0.56
2019,Chanel,Accessories,South America,1415.46,393,556275.78,45-54,Female,3237311.68,12000,5.5,Medium,46993,1302,944,0.52
2020,Rolex,Perfumes,Australia,446.91,354,158206.14,18-24,Male,4859190.71,55000,2.0,High,47967,3092,524,0.95
2023,Dior,Accessories,Europe,1900.82,285,541733.7,55+,Female,2821523.27,45000,2.5,High,15423,1433,291,0.62
2020,Louis Vuitton,Perfumes,Australia,169.62,462,78364.44,18-24,Non-binary,46944.14,55000,2.0,High,32782,3642,593,0.54
2023,Rolex,Clothing,South America,2141.73,66,141354.18,45-54,Male,203092.23,12000,5.5,Medium,19014,142,1987,0.79
2018,Dior,Perfumes,Europe,101.83,488,49693.04,45-54,Non-binary,369727.34,45000,2.5,High,15047,2207,2938,0.79
2023,Louis Vuitton,Perfumes,Middle East,180.75,248,44826.0,25-34,Female,3377163.2,30000,3.0,High,37876,1781,2577,0.57
2019,Dior,Shoes,South America,2848.79,171,487143.09,55+,Male,3127184.28,12000,5.5,Medium,38914,4756,1520,0.68
2020,Rolex,Watches,North America,5019.51,34,170663.34,45-54,Male,3827416.87,65000,3.5,High,4926,1315,2444,0.83
2020,Chanel,Shoes,Australia,2140.14,275,588538.5,35-44,Female,902530.46,55000,2.0,High,41666,3898,2934,0.52
2019,Louis Vuitton,Bags,Australia,1720.03,456,784333.68,25-34,Male,3811242.89,55000,2.0,High,5852,1235,406,0.51
2023,Dior,Accessories,Europe,601.95,451,271479.45,55+,Non-binary,17796.92,45000,2.5,High,42966,3656,2636,0.53
2021,Gucci,Watches,North America,5736.6,5,28683.0,45-54,Non-binary,3648327.4,65000,3.5,High,32818,2290,982,0.81
2018,Dior,Watches,Europe,15977.35,13,207705.55,45-54,Non-binary,115835.8,45000,2.5,High,37762,3671,526,0.89
2021,Chanel,Shoes,Asia,1628.48,354,576481.92,55+,Male,2874837.86,15000,4.0,Medium,37819,4928,608,0.92
2018,Rolex,Watches,Middle East,15741.71,44,692635.24,45-54,Non-binary,2569675.39,30000,3.0,High,34903,1784,852,0.51
2020,Louis Vuitton,Bags,North America,4229.6,386,1632625.6,55+,Female,44715.84,65000,3.5,High,21261,503,213,0.63
2021,Dior,Bags,Europe,1797.76,364,654384.64,55+,Non-binary,4069514.31,45000,2.5,High,30135,518,614,0.88
2020,Chanel,Accessories,Middle East,1338.93,463,619924.59,55+,Male,641358.64,30000,3.0,High,6430,1840,2769,0.89
2019,Rolex,Bags,Asia,4837.43,473,2288104.39,18-24,Male,3323437.67,15000,4.0,Medium,13125,1744,2429,0.75
2022,Rolex,Watches,Middle East,9480.83,43,407675.69,25-34,Female,35832.03,30000,3.0,High,43796,615,2763,0.96
2018,Rolex,Watches,Asia,20068.56,12,240822.72,55+,Female,1312837.43,15000,4.0,Medium,16827,655,187,1.0
2023,Louis Vuitton,Bags,North America,4369.11,498,2175816.78,45-54,Female,7215.31,65000,3.5,High,17253,4271,250,0.68
2023,Louis Vuitton,Clothing,Australia,2875.1,442,1270794.2,55+,Non-binary,1354945.58,55000,2.0,High,49323,3932,1709,0.69
2023,Rolex,Clothing,North America,2862.08,251,718382.08,45-54,Non-binary,741702.2,65000,3.5,High,14584,3602,128,0.79
2020,Dior,Accessories,South America,1197.78,143,171282.54,45-54,Male,1122488.07,12000,5.5,Medium,35013,1391,2094,0.86
2019,Dior,Bags,South America,3892.06,430,1673585.8,25-34,Female,44846.56,12000,5.5,Medium,47210,2916,2925,0.74
2021,Rolex,Perfumes,Asia,161.29,487,78548.23,45-54,Male,1886782.45,15000,4.0,Medium,6752,688,2773,0.59
2021,Chanel,Shoes,North America,1978.78,364,720275.92,18-24,Male,3284617.63,65000,3.5,High,34751,4344,2532,0.59
2022,Louis Vuitton,Accessories,Asia,1673.29,217,363103.93,18-24,Male,1781730.7,15000,4.0,Medium,4975,3697,2223,0.92
2019,Louis Vuitton,Watches,North America,17273.71,27,466390.17,18-24,Female,4866117.44,65000,3.5,High,31988,1693,729,0.65
2023,Rolex,Watches,Australia,22058.34,13,286758.42,18-24,Female,2312105.46,55000,2.0,High,41925,4234,115,0.94
2019,Rolex,Perfumes,Australia,470.3,406,190941.8,55+,Male,4003953.83,55000,2.0,High,34010,2838,1195,0.61
2020,Gucci,Perfumes,Middle East,193.66,278,53837.48,55+,Non-binary,44501.02,30000,3.0,High,33952,4371,920,0.69
2023,Gucci,Shoes,Europe,2159.51,125,269938.75,55+,Male,15417.0,45000,2.5,High,21708,514,218,0.64
2019,Louis Vuitton,Perfumes,Middle East,499.9,444,221955.6,45-54,Male,3269337.92,30000,3.0,High,34118,933,1710,0.6
2023,Louis Vuitton,Bags,Middle East,3692.1,337,1244237.7,35-44,Female,3510587.43,30000,3.0,High,33956,4228,1821,0.75
2018,Rolex,Bags,North America,3729.42,318,1185955.56,55+,Non-binary,213511.18,65000,3.5,High,10867,1025,1153,0.93
2019,Chanel,Bags,North America,4932.19,414,2041926.66,55+,Female,24743.45,65000,3.5,High,49592,3142,2215,0.76
2020,Rolex,Accessories,North America,787.34,376,296039.84,18-24,Female,1840881.75,65000,3.5,High,25473,1445,2915,0.82
2021,Gucci,Watches,North America,16325.13,33,538729.29,35-44,Non-binary,3707730.01,65000,3.5,High,42272,4314,1529,0.57
2022,Rolex,Perfumes,South America,300.75,157,47217.75,45-54,Non-binary,1492270.51,12000,5.5,Medium,6611,715,983,0.9
2020,Louis Vuitton,Perfumes,Australia,430.29,334,143716.86,18-24,Male,3540063.19,55000,2.0,High,24188,4945,2979,0.7
2022,Dior,Clothing,Europe,2262.93,449,1016055.57,35-44,Non-binary,4939653.25,45000,2.5,High,13238,4543,2386,0.8
2023,Rolex,Accessories,Australia,1477.11,187,276219.57,55+,Male,3312376.37,55000,2.0,High,49563,1576,1325,0.69
2023,Rolex,Accessories,Middle East,1939.96,358,694505.68,35-44,Male,2479629.31,30000,3.0,High,37979,4892,2195,0.61
2019,Louis Vuitton,Bags,Europe,3962.42,333,1319485.86,25-34,Non-binary,1294388.64,45000,2.5,High,30542,521,807,0.54
2020,Dior,Bags,North America,4614.48,83,383001.84,25-34,Male,44000.18,65000,3.5,High,35951,273,1493,0.93
2021,Dior,Watches,Australia,5420.81,7,37945.67,35-44,Female,1215899.28,55000,2.0,High,14435,1141,65,0.52
2018,Dior,Perfumes,Europe,153.97,62,9546.14,45-54,Non-binary,1146871.61,45000,2.5,High,46475,3652,2918,0.69
2023,Rolex,Shoes,Middle East,2006.0,422,846532.0,55+,Female,3956261.57,30000,3.0,High,34695,2507,652,0.56
2018,Chanel,Watches,Europe,18387.68,12,220652.16,45-54,Male,7128.9,45000,2.5,High,23759,2487,451,0.83
2023,Chanel,Bags,Australia,3899.7,245,955426.5,55+,Male,1743020.38,55000,2.0,High,12924,4849,2120,0.59
2020,Rolex,Watches,Asia,8162.51,40,326500.4,35-44,Male,5505.97,15000,4.0,Medium,23199,2489,691,0.51
2018,Rolex,Perfumes,Australia,128.85,225,28991.25,25-34,Non-binary,3118903.08,55000,2.0,High,49554,861,759,0.78
2019,Rolex,Shoes,Middle East,2817.84,450,1268028.0,35-44,Male,593856.44,30000,3.0,High,15113,2226,2450,0.81
2020,Louis Vuitton,Bags,Europe,3077.08,496,1526231.68,18-24,Male,2428917.49,45000,2.5,High,19209,4422,1367,0.87
2023,Chanel,Perfumes,Australia,424.65,235,99792.75,35-44,Female,41234.22,55000,2.0,High,47393,1999,2191,0.66
2022,Louis Vuitton,Watches,Asia,10195.01,28,285460.28,18-24,Non-binary,892189.08,15000,4.0,Medium,45066,4365,116,0.97
2019,Gucci,Shoes,North America,1340.23,58,77733.34,35-44,Female,33714.3,65000,3.5,High,32966,4181,1556,0.78
2019,Dior,Perfumes,North America,125.98,262,33006.76,55+,Female,2584744.3,65000,3.5,High,31720,4828,2141,0.78
2022,Chanel,Accessories,North America,1320.05,500,660025.0,45-54,Non-binary,848439.32,65000,3.5,High,17830,1004,100,0.63
2020,Gucci,Clothing,Asia,2813.27,82,230688.14,45-54,Female,8704.3,15000,4.0,Medium,42681,1624,2080,0.86
2019,Chanel,Clothing,Europe,1592.92,189,301061.88,25-34,Male,537044.13,45000,2.5,High,18399,4697,748,0.51
2021,Rolex,Bags,North America,2575.24,390,1004343.6,18-24,Male,37184.4,65000,3.5,High,1075,1006,886,0.84
2020,Chanel,Shoes,North America,2297.49,298,684652.02,25-34,Male,4578714.11,65000,3.5,High,17930,1217,522,0.63
2022,Dior,Bags,South America,3547.07,498,1766440.86,35-44,Female,3670607.94,12000,5.5,Medium,26645,2158,2467,0.88
2021,Louis Vuitton,Perfumes,South America,142.79,108,15421.32,55+,Non-binary,2664159.95,12000,5.5,Medium,36848,2972,2437,0.67
2018,Louis Vuitton,Accessories,Australia,1629.2,273,444771.6,35-44,Male,2535400.96,55000,2.0,High,34489,996,1859,0.64
2020,Chanel,Clothing,Middle East,2411.92,323,779050.16,55+,Non-binary,32026.7,30000,3.0,High,25135,1168,2518,0.77
2023,Louis Vuitton,Bags,Europe,2313.23,230,532042.9,18-24,Male,4606775.59,45000,2.5,High,3740,1088,1683,0.64
2023,Dior,Shoes,Europe,1016.83,157,159642.31,25-34,Female,1913889.31,45000,2.5,High,6582,284,675,0.91
2021,Dior,Perfumes,North America,289.17,217,62749.89,25-34,Male,465779.73,65000,3.5,High,47639,264,986,0.95
2021,Chanel,Watches,Asia,11954.82,41,490147.62,45-54,Male,863275.53,15000,4.0,Medium,20560,4024,2928,0.54
2019,Louis Vuitton,Accessories,Australia,1402.77,158,221637.66,45-54,Female,1700807.49,55000,2.0,High,9928,4493,153,0.9
2023,Louis Vuitton,Watches,Australia,10886.33,30,326589.9,55+,Male,492196.46,55000,2.0,High,5688,2486,542,0.65
2021,Dior,Accessories,Middle East,455.79,252,114859.08,55+,Female,130008.88,30000,3.0,High,41637,3870,217,0.77
2021,Chanel,Shoes,Asia,855.75,152,130074.0,35-44,Male,1075335.38,15000,4.0,Medium,12672,3747,2685,0.59
2023,Louis Vuitton,Accessories,Australia,1864.9,466,869043.4,55+,Non-binary,2598838.78,55000,2.0,High,16820,3706,2705,0.65
2019,Louis Vuitton,Watches,South America,12052.48,39,470046.72,35-44,Non-binary,3029033.21,12000,5.5,Medium,4830,1366,2726,0.75
2023,Chanel,Clothing,North America,2947.06,266,783917.96,45-54,Male,1303578.78,65000,3.5,High,38483,2895,1773,0.88
2021,Louis Vuitton,Clothing,North America,1392.56,472,657288.32,45-54,Male,8467.29,65000,3.5,High,2517,4514,2629,0.57
2023,Rolex,Bags,Europe,4481.95,490,2196155.5,55+,Male,711055.57,45000,2.5,High,2186,458,2568,0.85
2019,Gucci,Watches,North America,21297.85,6,127787.1,55+,Male,1125510.58,65000,3.5,High,32737,4810,2555,0.73
2022,Rolex,Clothing,Europe,1660.19,389,645813.91,25-34,Non-binary,3375945.29,45000,2.5,High,5242,1949,1408,0.62
2019,Gucci,Perfumes,Middle East,340.73,422,143788.06,55+,Male,2000000.53,30000,3.0,High,17493,4019,70,0.6
2022,Louis Vuitton,Bags,Australia,4703.95,184,865526.8,25-34,Non-binary,2216269.72,55000,2.0,High,45941,1534,1228,0.71
2022,Gucci,Watches,Middle East,23393.6,38,888956.8,35-44,Male,17977.51,30000,3.0,High,32051,3478,333,0.78
2020,Louis Vuitton,Clothing,Asia,2778.16,142,394498.72,25-34,Non-binary,2115303.61,15000,4.0,Medium,19545,4412,611,0.92
2023,Dior,Perfumes,Europe,462.89,211,97669.79,25-34,Non-binary,723789.95,45000,2.5,High,43959,2141,1387,0.67
2021,Rolex,Bags,Europe,4231.0,370,1565470.0,35-44,Female,4345685.42,45000,2.5,High,19111,1785,1514,0.57
2023,Louis Vuitton,Perfumes,North America,438.37,437,191567.69,25-34,Female,4320059.6,65000,3.5,High,34439,4583,1854,0.7
2019,Rolex,Watches,Asia,12230.46,44,538140.24,45-54,Non-binary,5114.74,15000,4.0,Medium,30368,383,671,0.52
2018,Gucci,Clothing,North America,2332.1,420,979482.0,55+,Non-binary,1620369.19,65000,3.5,High,30536,1870,2679,0.53
2020,Rolex,Shoes,Europe,2805.49,186,521821.14,25-34,Male,649783.76,45000,2.5,High,38317,2280,915,0.82
2022,Chanel,Shoes,Asia,1429.01,484,691640.84,25-34,Male,4999867.03,15000,4.0,Medium,14651,369,2576,0.5
2018,Chanel,Bags,Europe,4353.91,444,1933136.04,45-54,Male,3715684.22,45000,2.5,High,26469,1337,1088,0.85
2022,Rolex,Shoes,Europe,1825.58,354,646255.32,45-54,Female,184865.24,45000,2.5,High,46743,2745,2032,0.69
2022,Chanel,Watches,Australia,22194.91,14,310728.74,35-44,Non-binary,34540.12,55000,2.0,High,34448,4347,157,0.55
2022,Rolex,Shoes,Asia,2870.07,148,424770.36,35-44,Male,1448921.48,15000,4.0,Medium,20371,2580,2655,0.92
2018,Dior,Perfumes,South America,376.0,410,154160.0,45-54,Female,3742070.24,12000,5.5,Medium,48408,1920,1567,0.65
2020,Louis Vuitton,Bags,Middle East,2525.79,441,1113873.39,55+,Male,3080110.86,30000,3.0,High,45338,4506,2962,0.61
2023,Louis Vuitton,Accessories,Australia,960.13,358,343726.54,25-34,Non-binary,2626442.9,55000,2.0,High,9289,3643,2682,0.73
2023,Gucci,Shoes,Europe,2334.13,89,207737.57,18-24,Male,3366108.89,45000,2.5,High,43038,484,322,0.68
2019,Rolex,Clothing,Middle East,2695.05,292,786954.6,18-24,Female,12038.72,30000,3.0,High,6453,3537,1651,0.52
2020,Louis Vuitton,Clothing,Asia,2752.87,164,451470.68,45-54,Non-binary,2127355.13,15000,4.0,Medium,4008,2423,2268,0.91
2022,Louis Vuitton,Bags,Asia,3655.37,179,654311.23,18-24,Male,975171.48,15000,4.0,Medium,2017,2197,1135,0.75
2022,Gucci,Clothing,Europe,754.71,176,132828.96,45-54,Non-binary,4365137.85,45000,2.5,High,46244,129,69,0.75
2018,Dior,Accessories,Australia,1972.58,239,471446.62,55+,Non-binary,37718.37,55000,2.0,High,19045,4587,2776,0.62
2021,Chanel,Clothing,Europe,1251.6,83,103882.8,45-54,Female,10097.41,45000,2.5,High,19969,4231,2619,0.59
2020,Rolex,Accessories,Australia,1450.91,379,549894.89,45-54,Male,2716187.49,55000,2.0,High,47220,3671,2806,0.55
2022,Louis Vuitton,Clothing,North America,1397.44,308,430411.52,55+,Male,4459102.53,65000,3.5,High,1394,1876,2033,0.58
2020,Louis Vuitton,Clothing,South America,2160.84,270,583426.8,45-54,Non-binary,3469443.5,12000,5.5,Medium,34744,2758,716,0.79
2019,Louis Vuitton,Shoes,Asia,2662.74,431,1147640.94,55+,Non-binary,118403.56,15000,4.0,Medium,16568,3199,1862,0.81
2018,Chanel,Watches,Australia,18822.92,47,884677.24,18-24,Non-binary,2065291.44,55000,2.0,High,36683,1801,1740,0.57
2022,Chanel,Watches,Asia,9763.31,24,234319.44,55+,Female,3612433.25,15000,4.0,Medium,30391,2450,2582,0.77
2021,Chanel,Accessories,Asia,1211.16,119,144128.04,18-24,Non-binary,4241179.07,15000,4.0,Medium,32794,3681,2243,0.79
2020,Rolex,Bags,Europe,2643.81,469,1239946.89,35-44,Non-binary,1547343.15,45000,2.5,High,15070,4282,1879,0.83
2018,Louis Vuitton,Perfumes,Europe,399.56,377,150634.12,55+,Non-binary,387884.88,45000,2.5,High,15741,4960,2097,0.99
2021,Rolex,Perfumes,Australia,369.22,254,93781.88,55+,Non-binary,611170.18,55000,2.0,High,40194,969,315,0.64
2023,Chanel,Shoes,South America,1115.75,282,314641.5,25-34,Male,4960900.31,12000,5.5,Medium,43226,3209,1063,0.81
2022,Gucci,Bags,Asia,4577.33,415,1899591.95,25-34,Male,16967.29,15000,4.0,Medium,17752,2317,1420,0.83
2020,Louis Vuitton,Perfumes,Australia,433.21,215,93140.15,25-34,Non-binary,3545705.12,55000,2.0,High,30222,1039,2054,0.65
2021,Dior,Clothing,Europe,931.07,151,140591.57,55+,Female,1595466.4,45000,2.5,High,40103,4431,2373,0.55
2019,Rolex,Clothing,Europe,834.51,235,196109.85,45-54,Non-binary,2642283.44,45000,2.5,High,47544,2012,695,0.89
2020,Rolex,Accessories,North America,1025.33,424,434739.92,35-44,Male,4648830.84,65000,3.5,High,26740,4676,1946,0.97
2019,Rolex,Clothing,South America,1879.26,396,744186.96,25-34,Non-binary,183319.6,12000,5.5,Medium,32642,2019,953,0.9
2022,Gucci,Shoes,North America,1588.15,244,387508.6,55+,Male,4964766.98,65000,3.5,High,3852,4254,2871,0.7
2020,Gucci,Bags,South America,4349.39,166,721998.74,35-44,Female,2974964.77,12000,5.5,Medium,15595,4649,2707,0.8
2019,Louis Vuitton,Accessories,Asia,1666.96,183,305053.68,55+,Male,397549.82,15000,4.0,Medium,4913,4535,2196,0.78
2018,Dior,Bags,Australia,4352.67,239,1040288.13,35-44,Female,2250827.98,55000,2.0,High,21147,2659,694,0.91
2022,Louis Vuitton,Watches,Middle East,12628.14,37,467241.18,35-44,Male,7165.65,30000,3.0,High,8952,1059,604,0.78
2019,Gucci,Clothing,Europe,2342.56,438,1026041.28,55+,Female,2657216.4,45000,2.5,High,7895,1344,1264,0.52
2019,Louis Vuitton,Bags,Middle East,3738.4,401,1499098.4,55+,Male,2327794.17,30000,3.0,High,40736,2675,1578,0.7
2023,Louis Vuitton,Bags,Australia,4055.94,231,936922.14,18-24,Male,16561.64,55000,2.0,High,19149,1006,2330,0.87
2021,Gucci,Clothing,Europe,2887.57,78,225230.46,45-54,Male,4405254.89,45000,2.5,High,18821,3096,1996,0.97
2021,Gucci,Perfumes,Europe,209.31,401,83933.31,35-44,Male,2433615.49,45000,2.5,High,2733,853,2060,0.96
2020,Chanel,Perfumes,Europe,400.75,201,80550.75,35-44,Male,1520488.98,45000,2.5,High,14885,489,601,0.6
2021,Louis Vuitton,Accessories,North America,1011.75,338,341971.5,25-34,Male,1828298.49,65000,3.5,High,18600,3217,2492,0.63
2022,Louis Vuitton,Accessories,Europe,984.02,70,68881.4,55+,Female,2721017.86,45000,2.5,High,19241,2180,2800,0.95
2019,Rolex,Bags,Middle East,4923.83,75,369287.25,55+,Female,1937311.15,30000,3.0,High,44037,4808,1006,0.5
2023,Rolex,Bags,Middle East,3812.73,191,728231.43,25-34,Non-binary,1148908.87,30000,3.0,High,8231,4338,1439,0.71
2019,Gucci,Accessories,Europe,1296.21,95,123139.95,55+,Female,3988458.73,45000,2.5,High,37607,4628,620,0.65
2018,Gucci,Clothing,Europe,1944.39,176,342212.64,18-24,Female,4777211.45,45000,2.5,High,29921,2697,988,0.6
2022,Gucci,Watches,South America,7978.75,45,359043.75,55+,Non-binary,1782938.26,12000,5.5,Medium,4181,1179,2004,0.77
2018,Gucci,Perfumes,North America,150.86,380,57326.8,45-54,Female,2244520.41,65000,3.5,High,11783,4617,260,0.82
2021,Dior,Shoes,Asia,2399.13,475,1139586.75,18-24,Non-binary,13120.41,15000,4.0,Medium,22999,459,2491,0.56
2020,Chanel,Shoes,Europe,849.93,165,140238.45,25-34,Non-binary,2742370.44,45000,2.5,High,1902,3881,387,0.79
2019,Dior,Accessories,Europe,446.16,233,103955.28,55+,Male,21440.36,45000,2.5,High,34240,592,1850,0.63
2020,Rolex,Watches,Asia,15174.45,28,424884.6,55+,Male,3960305.04,15000,4.0,Medium,12088,195,1791,0.69
2018,Gucci,Perfumes,Asia,382.31,441,168598.71,45-54,Non-binary,1418537.48,15000,4.0,Medium,32769,2018,1748,0.73
2021,Dior,Clothing,Middle East,2174.74,464,1009079.36,25-34,Male,14485.87,30000,3.0,High,26327,4058,2986,0.59
2018,Dior,Shoes,Europe,1208.3,388,468820.4,55+,Non-binary,3077945.29,45000,2.5,High,22438,837,2402,0.88
2022,Chanel,Watches,Asia,21354.99,37,790134.63,25-34,Non-binary,2286782.86,15000,4.0,Medium,19345,2186,333,0.94
2020,Gucci,Perfumes,South America,386.36,169,65294.84,25-34,Non-binary,1719499.42,12000,5.5,Medium,19793,1943,473,0.77
2022,Gucci,Accessories,Australia,1136.13,377,428321.01,45-54,Female,332731.93,55000,2.0,High,47940,4736,2009,0.52
2020,Louis Vuitton,Shoes,Asia,1261.25,372,469185.0,25-34,Female,3954414.98,15000,4.0,Medium,14739,4279,1633,0.78
2022,Gucci,Accessories,Asia,810.19,413,334608.47,45-54,Female,3117151.16,15000,4.0,Medium,17063,1472,1934,0.82
2018,Rolex,Bags,Middle East,1974.95,323,637908.85,25-34,Male,28515.83,30000,3.0,High,21625,2416,1298,0.71
2023,Gucci,Bags,Asia,3270.09,68,222366.12,45-54,Non-binary,2828545.64,15000,4.0,Medium,14868,1263,2527,0.72
2023,Gucci,Accessories,South America,1328.35,367,487504.45,45-54,Non-binary,1982115.22,12000,5.5,Medium,10926,4406,1322,0.97
2022,Rolex,Bags,Europe,1776.26,60,106575.6,18-24,Non-binary,2485252.28,45000,2.5,High,40050,3764,2893,0.77
2023,Louis Vuitton,Clothing,Europe,2452.61,201,492974.61,35-44,Male,45862.71,45000,2.5,High,34170,1645,1944,0.73
2022,Louis Vuitton,Perfumes,South America,495.63,413,204695.19,35-44,Female,23370.73,12000,5.5,Medium,46227,4295,1653,0.87
2020,Gucci,Watches,Middle East,15216.73,23,349984.79,25-34,Non-binary,390454.11,30000,3.0,High,29038,2038,1396,0.67
2018,Louis Vuitton,Shoes,South America,2131.73,139,296310.47,35-44,Non-binary,23022.35,12000,5.5,Medium,10073,4435,572,0.75
2020,Chanel,Clothing,North America,2524.79,322,812982.38,45-54,Female,3293355.78,65000,3.5,High,23911,1721,1649,0.7
2022,Dior,Watches,Australia,5857.92,43,251890.56,18-24,Male,3287203.36,55000,2.0,High,42858,494,1619,0.84
2023,Chanel,Accessories,Middle East,1037.15,99,102677.85,25-34,Female,1735421.92,30000,3.0,High,34293,2782,52,0.92
2018,Rolex,Clothing,Europe,1856.82,439,815143.98,35-44,Non-binary,3347071.6,45000,2.5,High,45874,3544,1030,0.8
2019,Chanel,Bags,Europe,3128.78,168,525635.04,18-24,Female,2748301.06,45000,2.5,High,12301,426,1607,0.82
2019,Rolex,Accessories,North America,1999.62,105,209960.1,25-34,Non-binary,1586594.32,65000,3.5,High,16943,3226,1138,0.87
2019,Chanel,Perfumes,Australia,404.65,180,72837.0,35-44,Female,2330798.44,55000,2.0,High,34754,1300,929,0.54
2018,Dior,Accessories,North America,1522.94,222,338092.68,25-34,Male,48706.17,65000,3.5,High,16549,1876,550,0.75
